BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,10200,69116,105228,HomeImp,ProfExe,12,0,8,122.8439512,0,36,36.12288591
0,15000,5627,64962,DebtCon,Sales,0,0,0,341.5020847,0,6,39.9967104
0,13000,59000,83187,HomeImp,Other,,0,0,292.1,0,20,
1,13600,70000,88000,DebtCon,Mgr,16,0,0,,0,0,
1,13400,131524,148356,DebtCon,Other,4,1,0,110.7417416,2,29,48.34023474
0,26300,58369,88124,DebtCon,Other,7,0,0,234.2215473,1,20,37.15829482
1,10000,57238,101500,DebtCon,ProfExe,10,0,0,106.8333333,0,36,
0,36800,35077,53120,DebtCon,Other,,0,0,,6,0,34.98501256
1,29000,72478,113000,DebtCon,Other,1.5,0,6,114.6666667,4,12,
0,16000,42000,63400,HomeImp,Office,3.5,0,0,123.8,0,18,
0,31200,14906,64767,DebtCon,Other,0,0,0,80.35557059,0,5,35.03907537
0,24900,17139,33269,DebtCon,Other,16,3,0,124.1968265,1,18,26.27583242
1,12000,48786,89800,HomeImp,ProfExe,29.9,0,5,220.1333333,1,16,
0,37000,34085,70596,DebtCon,ProfExe,3,0,0,195.3633838,2,18,25.59242395
0,26100,50605,77841,DebtCon,Other,21,,0,286.4482043,1,31,41.17380505
0,16400,47428,76483,DebtCon,ProfExe,4,0,0,232.3155447,3,31,33.10683578
0,16000,63005,90908,HomeImp,Other,,0,0,295.1152504,0,20,29.01487651
0,27600,150120,191972,HomeImp,Self,3,0,0,178.0384911,1,16,41.80742805
1,11000,60513,110485,DebtCon,Mgr,3,1,1,126.7719289,1,17,40.03139332
0,12200,67474,88473,DebtCon,Other,2,0,0,234.7759967,3,26,29.09729879
1,15600,63500,80000,DebtCon,Sales,0.2,3,0,104.5666667,2,20,
1,9000,52311,68994,DebtCon,Office,0,0,1,137.7840036,0,9,28.45471286
0,10800,32870,61572,DebtCon,Mgr,,,,,,,38.49024696
0,18300,55584,95236,,ProfExe,10,0,0,,1,15,24.59063319
0,7000,64255,68389,HomeImp,Other,4,0,0,80.15243091,2,19,40.56186054
1,7100,39000,55000,,Other,12,0,1,192.7666667,2,31,
0,14200,83231,99400,HomeImp,ProfExe,6,0,0,130.1675148,1,26,27.17296471
1,12000,75373,102602,HomeImp,Other,6,2,0,99.36666667,0,21,
1,10000,31253,65450,DebtCon,Other,21,0,0,172.0333333,0,16,
1,40000,76769,129000,DebtCon,Sales,30,0,0,286.3,2,35,
1,20300,66667,92158,DebtCon,ProfExe,9,3,1,174.8921056,2,64,40.545681
0,32200,118793,171024,DebtCon,ProfExe,16,0,0,119.6034777,1,16,29.01132772
1,15100,,,,,0,0,0,,0,0,
0,15300,84989,98781,HomeImp,Office,,0,0,184.5457457,0,25,43.0169776
1,11800,67678,108092,HomeImp,ProfExe,13,0,7,126.6582316,0,36,37.16268969
0,28400,36484,73478,DebtCon,Mgr,13,1,0,100.9750908,6,16,34.76399378
0,19300,99714,126965,HomeImp,Mgr,0,0,1,301.753574,1,20,43.29094169
1,29500,118000,169900,DebtCon,Mgr,8,0,0,138.9666667,1,23,
0,20600,32439,55024,DebtCon,Other,0,,,302.7839495,,24,35.38837972
0,19000,43074,75700,,,,,,,,,
1,17900,96450,135822,HomeImp,ProfExe,6,0,1,90.3,6,5,
1,10000,186000,225750,HomeImp,ProfExe,2,0,0,75.86666667,,5,
0,19500,51333,77732,,,,,,,,,37.39831656
0,7000,56636,76353,HomeImp,Other,15,0,0,229.3,1,36,
1,29900,22000,,DebtCon,Other,2,2,0,81.13333333,11,10,
0,11100,48031,107561,DebtCon,ProfExe,5,0,1,226.7811051,0,9,24.19032663
0,19000,107199,132723,DebtCon,ProfExe,7,0,0,91.37193169,0,13,31.44261162
0,25600,,147598,,,,,,,,,14.46198733
0,35200,234682,37079,DebtCon,Mgr,2,0,1,216.6666372,2,50,40.41005141
0,7300,55456,86766,HomeImp,ProfExe,6,0,0,240.0567715,2,23,31.7246985
1,13700,74147,92427,DebtCon,Other,7,0,3,181.3057998,0,33,39.27246634
0,65200,71061,141666,HomeImp,Office,10,0,1,134.6809067,0,11,43.56886383
0,4400,53969,63869,DebtCon,ProfExe,7,0,3,162.3900107,0,30,23.58107924
1,10000,75000,103600,HomeImp,Mgr,17.6,0,0,171.4333333,0,24,
1,17000,52700,78000,DebtCon,Other,2,0,0,62.9,0,10,
0,19200,54483,81690,DebtCon,Other,16,0,0,198.7025164,0,21,37.74942653
1,9800,36500,54000,HomeImp,Other,17,0,1,105.6666667,5,19,
